d1,d2,d3,l
25,193,195,2
24,219,163,2
25,188,208,2
23,216,177,2
25,201,195,2
25,200,193,2
24,201,161,2
25,231,160,2
24,212,167,2
23,210,162,2
24,175,221,2
24,164,208,2
23,177,161,2
24,212,201,2
24,224,155,2
25,214,156,2
24,218,172,2
23,170,203,2
24,227,162,2
25,196,195,2
24,176,213,2
25,197,199,2
25,180,204,2
24,238,165,2
25,201,198,2
24,222,147,2
23,229,176,2
23,233,163,2
24,227,162,2
24,237,158,2
23,234,170,2
25,205,197,2
24,195,165,2
25,197,198,2
24,216,162,2
25,187,197,2
24,218,159,2
24,206,192,2
25,192,194,2
24,233,164,2
24,207,165,2
24,214,161,2
25,204,190,2
23,230,175,2
23,185,163,2
23,168,166,2
25,205,199,2
24,201,201,2
24,207,170,2
23,177,167,2
24,181,161,2
25,196,193,2
25,195,195,2
22,220,175,2
24,162,210,2
24,188,205,2
24,223,153,2
24,199,199,2
25,185,201,2
24,166,211,2
25,200,193,2
23,224,165,2
23,225,169,2
25,192,201,2
25,182,211,2
24,217,162,2
24,214,170,2
24,217,162,2
24,172,203,2
23,177,163,2
25,193,202,2
24,227,164,2
24,212,161,2
24,232,166,2
24,216,157,2
23,213,182,2
24,216,203,2
24,161,219,2
24,178,155,2
24,221,158,2
23,188,183,2
24,170,209,2
24,162,216,2
23,185,163,2
24,183,178,2
24,168,204,2
23,238,167,2
25,214,198,2
24,203,205,2
24,208,189,2
23,216,157,2
25,205,194,2
24,219,171,2
24,213,176,2
24,220,169,2
25,240,154,2
25,228,161,2
25,225,153,2
24,204,210,2
23,203,159,2
24,161,215,2
23,198,177,2
25,197,194,2
24,209,162,2
24,225,172,2
24,203,167,2
24,210,164,2
24,225,162,2
24,166,211,2
24,180,167,2
25,199,197,2
24,177,203,2
25,200,195,2
26,209,195,2
25,206,189,2
23,222,161,2
24,218,158,2
25,205,193,2
24,212,161,2
24,215,158,2
24,200,195,2
24,219,163,2
23,169,207,2
24,220,159,2
24,234,157,2
25,163,203,2
25,192,197,2
25,199,195,2
25,201,197,2
25,193,198,2
24,198,198,2
23,205,167,2
25,206,203,2
23,194,166,2
25,189,203,2
25,194,198,2
24,202,164,2
23,229,177,2
23,206,173,2
25,206,188,2
24,164,209,2
24,222,170,2
24,198,190,2
25,203,189,2
24,215,165,2
25,208,189,2
25,228,162,2
24,220,161,2
24,173,203,2
24,211,159,2
24,148,217,2
24,214,167,2
25,185,198,2
24,166,210,2
25,173,200,2
24,173,209,2
23,193,210,2
24,105,214,2
24,223,160,2
24,227,164,2
23,174,161,2
24,160,214,2
24,221,165,2
24,179,214,2
23,190,162,2
24,200,202,2
24,189,173,2
25,229,167,2
25,194,200,2
23,199,165,2
1,202,129,3
0,165,158,3
1,180,140,3
0,192,131,3
0,159,151,3
0,183,129,3
178,140,167,3
1,167,170,3
1,193,119,3
1,198,120,3
1,189,128,3
0,156,156,3
178,141,165,3
1,195,124,3
0,152,155,3
177,147,154,3
0,163,155,3
0,182,129,3
2,211,132,3
1,193,124,3
178,134,169,3
1,163,150,3
2,197,132,3
0,157,159,3
2,202,141,3
1,197,119,3
1,183,140,3
178,140,158,3
0,165,155,3
2,204,128,3
1,196,134,3
179,151,166,3
178,150,156,3
1,175,130,3
178,151,155,3
2,207,117,3
0,167,153,3
1,189,141,3
0,159,122,3
178,141,163,3
0,162,135,3
1,206,133,3
178,141,154,3
179,149,152,3
1,196,121,3
1,184,127,3
179,169,121,3
0,168,157,3
1,172,153,3
179,142,129,3
178,139,126,3
177,128,174,3
177,140,169,3
1,157,155,3
0,161,165,3
1,171,151,3
1,196,137,3
1,194,134,3
1,189,126,3
1,166,160,3
1,189,123,3
179,164,132,3
2,208,123,3
178,150,158,3
0,162,154,3
0,144,167,3
179,149,171,3
178,137,166,3
1,191,120,3
179,180,122,3
2,196,134,3
179,155,172,3
2,196,126,3
0,161,170,3
179,141,128,3
0,158,165,3
1,166,157,3
1,178,131,3
1,162,146,3
1,173,151,3
0,156,156,3
1,204,130,3
1,196,121,3
178,148,164,3
178,148,160,3
179,145,164,3
1,200,128,3
177,134,167,3
177,113,180,3
1,163,156,3
1,162,156,3
0,157,162,3
178,140,169,3
0,155,163,3
179,141,127,3
1,188,122,3
0,148,130,3
1,192,117,3
0,168,156,3
0,176,131,3
2,202,124,3
179,153,124,3
0,156,150,3
0,171,155,3
0,155,131,3
1,196,121,3
177,130,176,3
1,191,123,3
177,122,172,3
0,155,171,3
0,165,155,3
0,155,167,3
179,138,165,3
1,199,132,3
0,156,159,3
179,169,120,3
1,209,127,3
178,140,166,3
1,162,157,3
179,161,171,3
2,208,114,3
178,152,154,3
179,153,167,3
0,156,159,3
1,178,131,3
1,168,152,3
1,188,141,3
1,181,127,3
0,152,168,3
1,171,153,3
1,174,152,3
2,199,119,3
179,135,129,3
1,185,123,3
0,144,124,3
179,148,133,3
1,203,113,3
0,159,160,3
179,149,159,3
0,143,164,3
0,163,158,3
1,211,127,3
179,141,130,3
0,189,133,3
1,183,125,3
2,196,121,3
178,147,152,3
1,215,129,3
1,187,131,3
2,204,125,3
2,205,123,3
177,145,163,3
0,148,124,3
178,140,167,3
1,180,129,3
0,169,151,3
1,168,153,3
179,149,122,3
175,104,188,3
1,172,153,3
178,149,156,3
1,163,160,3
0,143,161,3
1,178,132,3
1,179,127,3
178,141,163,3
1,162,163,3
179,138,170,3
1,188,135,3
177,134,170,3
177,139,164,3
0,154,162,3
2,201,127,3
179,154,159,3
1,194,121,3
179,155,170,3
0,158,170,3
179,149,173,3
2,204,124,3
1,185,127,3
1,187,127,3
1,182,136,3
1,196,134,3
1,161,166,3
1,187,131,3
0,153,128,3
179,151,157,3
1,171,148,3
0,165,158,3
173,131,161,3
179,148,159,3
0,143,156,3
178,139,130,3
1,159,150,3
1,169,150,3
1,193,123,3
2,208,125,3
0,150,152,3
1,182,125,3
2,201,115,3
178,130,178,3
0,190,117,3
172,124,162,3
179,148,131,3
1,164,147,3
0,147,132,3
10,208,198,4
9,210,157,4
9,227,173,4
10,206,202,4
9,224,164,4
8,206,166,4
9,224,165,4
10,189,211,4
9,221,179,4
10,200,198,4
11,215,198,4
11,205,202,4
10,194,196,4
10,233,174,4
9,217,160,4
9,185,209,4
9,215,179,4
10,226,158,4
9,215,166,4
10,198,205,4
10,194,196,4
10,234,169,4
10,199,201,4
9,178,215,4
10,224,165,4
10,236,162,4
11,204,199,4
10,199,201,4
10,199,199,4
9,219,163,4
10,199,197,4
8,207,160,4
11,214,211,4
11,214,194,4
9,210,159,4
9,223,167,4
10,210,198,4
10,202,201,4
9,214,172,4
9,185,211,4
10,194,199,4
9,215,166,4
11,207,202,4
10,224,171,4
9,234,160,4
10,223,158,4
10,198,202,4
9,187,162,4
10,197,202,4
10,195,213,4
11,203,196,4
9,220,154,4
9,229,156,4
10,200,200,4
9,183,169,4
9,214,180,4
10,230,162,4
10,236,160,4
10,220,158,4
10,219,163,4
10,207,197,4
10,201,202,4
11,215,199,4
10,204,194,4
11,212,200,4
8,177,206,4
10,228,168,4
9,236,159,4
8,172,163,4
9,233,166,4
9,202,164,4
8,207,158,4
8,157,209,4
1,174,155,4
9,182,214,4
11,207,207,4
10,196,210,4
10,220,174,4
11,206,203,4
9,221,171,4
9,209,171,4
10,231,169,4
10,191,195,4
10,188,204,4
9,224,158,4
10,194,199,4
9,200,166,4
10,201,198,4
10,188,205,4
9,223,159,4
8,211,172,4
9,215,186,4
10,234,173,4
9,214,174,4
11,212,196,4
8,188,174,4
11,199,199,4
9,211,152,4
9,194,164,4
9,225,162,4
10,220,175,4
10,207,196,4
9,188,206,4
10,209,198,4
9,172,217,4
8,192,164,4
10,192,208,4
8,177,167,4
9,206,167,4
9,221,173,4
10,198,203,4
9,212,169,4
9,210,163,4
8,192,172,4
9,223,158,4
10,209,188,4
10,231,179,4
10,224,174,4
9,217,168,4
10,230,166,4
10,228,162,4
9,230,152,4
10,199,201,4
9,219,163,4
9,231,169,4
9,232,168,4
10,203,201,4
10,197,207,4
11,207,201,4
11,205,200,4
11,203,202,4
10,198,213,4
9,220,177,4
9,227,173,4
9,217,162,4
11,205,208,4
10,198,204,4
9,181,155,4
6,115,218,4
9,225,172,4
9,226,157,4
8,188,170,4
10,204,195,4
10,189,199,4
11,202,196,4
8,153,218,4
9,224,166,4
10,215,192,4
9,231,159,4
9,178,216,4
10,192,216,4
10,192,220,4
8,204,160,4
10,199,198,4
10,201,192,4
11,205,204,4
11,206,205,4
10,238,163,4
10,224,170,4
9,228,171,4
8,158,227,4
10,222,162,4
10,196,214,4
10,205,205,4
11,206,202,4
10,235,155,4
10,193,201,4
9,217,168,4
7,150,217,4
9,212,178,4
9,208,161,4
8,174,158,4
9,221,170,4
9,184,161,4
11,200,209,4
10,187,191,4
10,183,222,4
8,176,225,4
9,200,159,4
10,208,199,4
11,210,199,4
10,190,222,4
10,237,169,4
9,215,160,4
10,185,210,4
10,196,209,4
10,203,205,4
8,161,215,4
9,221,178,4
10,213,181,4
9,187,181,4
9,214,155,4
9,215,165,4
8,166,213,4
9,174,216,4
9,218,166,4
10,198,204,4
9,165,223,4
10,198,201,4
10,201,193,4
9,212,171,4
7,126,208,4
11,212,194,4
10,227,154,4
9,221,180,4
10,230,166,4
10,229,178,4
10,197,217,4
110,204,133,5
111,191,171,5
110,225,129,5
110,234,122,5
110,218,126,5
110,215,115,5
110,213,133,5
110,226,116,5
111,197,163,5
111,191,178,5
111,183,176,5
111,194,177,5
109,221,134,5
110,190,188,5
112,149,216,5
111,175,186,5
111,205,163,5
111,181,179,5
111,187,182,5
111,189,129,5
111,202,165,5
111,203,170,5
111,192,167,5
110,215,122,5
110,208,135,5
111,186,187,5
111,191,178,5
110,224,124,5
110,205,177,5
112,194,178,5
110,225,127,5
110,172,132,5
110,227,127,5
112,192,171,5
111,199,174,5
111,196,176,5
111,203,170,5
111,199,171,5
110,215,125,5
110,199,177,5
111,167,182,5
111,185,181,5
111,185,186,5
110,210,130,5
111,190,181,5
110,225,127,5
111,205,168,5
110,213,133,5
111,193,175,5
110,220,133,5
110,204,130,5
110,177,142,5
111,191,173,5
110,221,127,5
111,191,174,5
111,175,142,5
110,188,127,5
111,177,131,5
111,189,178,5
111,188,181,5
111,183,188,5
111,209,168,5
111,194,179,5
111,181,178,5
110,230,122,5
111,194,171,5
110,184,129,5
110,219,120,5
110,225,118,5
111,193,174,5
110,226,125,5
111,167,132,5
111,206,165,5
111,180,174,5
110,195,191,5
110,202,125,5
110,213,133,5
111,197,176,5
109,208,128,5
110,213,135,5
110,211,133,5
110,205,116,5
111,174,173,5
111,174,190,5
111,193,178,5
111,203,172,5
111,200,180,5
110,215,122,5
111,196,180,5
110,204,126,5
110,225,127,5
109,230,131,5
110,213,133,5
110,225,125,5
111,198,185,5
111,170,185,5
111,193,187,5
112,160,212,5
110,218,132,5
110,209,179,5
111,192,173,5
110,186,181,5
110,208,128,5
110,219,121,5
110,210,126,5
110,204,128,5
111,206,171,5
110,206,124,5
111,205,166,5
110,215,126,5
111,182,179,5
110,209,127,5
112,197,172,5
111,212,162,5
109,194,128,5
111,207,170,5
111,193,178,5
111,201,162,5
110,211,133,5
111,201,162,5
111,200,184,5
110,220,115,5
110,200,126,5
110,192,126,5
111,191,178,5
111,185,174,5
111,197,170,5
110,215,121,5
110,227,110,5
110,199,179,5
110,220,115,5
110,178,127,5
111,206,170,5
110,188,125,5
111,199,173,5
111,176,171,5
109,223,121,5
110,161,143,5
111,206,167,5
111,190,165,5
111,192,183,5
110,207,133,5
110,178,133,5
111,192,171,5
111,229,117,5
111,206,169,5
110,213,131,5
111,197,166,5
110,212,130,5
111,177,178,5
111,173,172,5
111,167,199,5
110,212,130,5
111,191,184,5
110,221,127,5
111,193,174,5
110,213,127,5
110,213,135,5
110,186,201,5
111,186,188,5
112,187,179,5
110,195,119,5
111,188,184,5
111,190,182,5
112,190,187,5
110,209,134,5
110,212,130,5
111,192,173,5
111,193,177,5
111,196,176,5
110,209,170,5
110,225,127,5
111,177,179,5
110,197,121,5
110,225,127,5
111,186,170,5
110,204,113,5
110,215,122,5
111,212,161,5
110,214,130,5
110,213,133,5
111,175,196,5
111,189,180,5
110,226,133,5
111,196,177,5
111,206,180,5
110,220,125,5
111,201,176,5
111,178,136,5
110,210,130,5
110,209,127,5
109,212,128,5
111,202,163,5
110,208,125,5
111,203,167,5
111,197,172,5
111,183,174,5
110,223,126,5
111,164,133,5
110,224,116,5
111,170,200,5
111,231,120,5
109,217,119,5
111,170,191,5
110,231,117,5
110,208,127,5
111,181,193,5
72,186,106,0
77,155,135,0
74,160,157,0
78,160,130,0
78,151,124,0
76,165,127,0
74,182,94,0
75,172,110,0
74,155,146,0
75,162,143,0
76,168,112,0
76,164,137,0
77,158,125,0
76,154,150,0
76,154,150,0
74,165,128,0
73,193,91,0
76,158,148,0
75,182,98,0
75,163,127,0
75,163,128,0
76,165,110,0
72,185,106,0
74,162,134,0
74,156,143,0
76,161,138,0
78,159,136,0
74,163,117,0
74,163,139,0
77,149,128,0
74,147,179,0
77,166,134,0
78,161,136,0
71,169,115,0
72,166,130,0
73,158,145,0
74,165,107,0
71,169,123,0
76,156,137,0
75,159,123,0
74,162,120,0
73,160,137,0
74,173,106,0
73,169,118,0
74,163,138,0
78,161,125,0
75,159,157,0
78,153,136,0
76,166,117,0
75,178,104,0
70,190,79,0
69,203,69,0
72,186,105,0
77,159,119,0
75,179,85,0
73,155,152,0
73,171,124,0
73,194,81,0
77,148,164,0
74,159,156,0
75,158,138,0
76,152,154,0
73,156,154,0
77,157,140,0
74,148,161,0
75,162,137,0
71,166,117,0
75,179,108,0
75,158,130,0
75,151,155,0
71,172,110,0
74,155,164,0
78,160,128,0
78,161,136,0
73,172,108,0
76,168,108,0
76,185,87,0
72,174,118,0
74,164,154,0
75,190,82,0
76,141,186,0
76,155,159,0
74,187,97,0
78,161,135,0
76,150,162,0
71,193,90,0
76,164,131,0
74,166,115,0
77,159,117,0
75,148,160,0
76,164,132,0
75,157,143,0
75,164,138,0
74,146,164,0
77,161,133,0
74,201,80,0
77,153,150,0
74,191,100,0
76,192,89,0
70,193,82,0
75,183,84,0
75,167,126,0
76,164,120,0
76,181,109,0
78,169,110,0
76,153,144,0
73,178,109,0
75,155,124,0
73,153,156,0
76,157,119,0
78,154,141,0
74,150,159,0
77,152,124,0
76,151,165,0
78,176,105,0
76,183,103,0
76,171,133,0
74,155,164,0
76,159,146,0
73,153,155,0
74,153,163,0
71,198,80,0
73,173,123,0
78,154,149,0
71,179,108,0
75,172,106,0
75,173,122,0
77,193,78,0
75,164,138,0
72,155,125,0
71,205,80,0
73,176,106,0
76,169,129,0
77,176,119,0
74,162,131,0
72,184,101,0
75,189,100,0
78,161,125,0
76,145,173,0
70,160,119,0
72,188,108,0
74,198,90,0
73,163,117,0
76,168,110,0
74,151,154,0
75,151,145,0
77,167,123,0
76,178,86,0
76,145,159,0
76,141,205,0
78,136,169,0
74,151,155,0
78,135,179,0
78,135,181,0
73,161,139,0
72,181,111,0
74,158,118,0
72,200,70,0
78,149,153,0
78,143,159,0
69,205,79,0
70,194,79,0
78,163,115,0
71,186,107,0
76,169,127,0
76,151,155,0
78,169,117,0
75,145,160,0
74,152,166,0
78,149,161,0
109,25,203,1
110,34,195,1
114,43,185,1
87,15,151,1
106,29,255,1
109,29,235,1
114,40,240,1
108,43,244,1
110,32,142,1
114,32,193,1
98,17,160,1
114,29,214,1
109,27,227,1
112,39,248,1
113,52,255,1
66,8,151,1
107,24,216,1
104,26,255,1
116,23,255,1
112,56,255,1
114,28,225,1
116,17,246,1
112,24,244,1
115,49,220,1
109,26,230,1
116,21,236,1
116,40,242,1
114,25,246,1
110,43,255,1
114,47,191,1
110,38,255,1
103,25,255,1
113,52,255,1
116,32,214,1
112,52,182,1
110,36,237,1
115,45,236,1
114,46,255,1
115,50,255,1
112,28,222,1
111,35,198,1
110,30,214,1
112,25,228,1
115,44,255,1
110,35,255,1
112,39,255,1
106,31,209,1
116,35,255,1
111,36,245,1
114,46,188,1
117,49,243,1
115,45,255,1
109,33,186,1
109,36,198,1
111,29,230,1
105,24,196,1
107,18,255,1
113,52,255,1
114,57,255,1
111,24,191,1
112,33,255,1
111,28,220,1
112,31,203,1
98,18,155,1
111,27,255,1
95,17,167,1
116,38,230,1
111,49,193,1
113,50,255,1
109,28,220,1
112,27,244,1
115,40,252,1
115,50,235,1
115,47,209,1
119,41,255,1
111,35,209,1
116,22,255,1
111,30,211,1
110,27,170,1
114,43,196,1
110,31,238,1
109,29,249,1
96,9,149,1
110,51,220,1
112,60,226,1
90,10,255,1
105,28,190,1
116,31,236,1
117,42,242,1
109,12,213,1
96,7,181,1
117,41,242,1
110,41,249,1
114,32,246,1
112,40,173,1
114,37,181,1
90,10,255,1
116,20,255,1
116,35,255,1
117,23,255,1
90,1,255,1
90,12,255,1
113,58,255,1
112,41,172,1
101,28,255,1
114,36,230,1
106,26,255,1
115,46,255,1
96,7,176,1
112,37,174,1
111,27,255,1
114,28,255,1
111,24,214,1
111,27,255,1
110,33,195,1
103,11,192,1
114,37,244,1
113,48,255,1
112,26,250,1
50,2,255,1
111,30,225,1
90,10,255,1
110,27,244,1
115,57,234,1
107,22,255,1
90,1,255,1
111,47,176,1
114,38,223,1
110,28,238,1
107,19,255,1
109,30,197,1
111,23,255,1
110,33,206,1
113,38,255,1
112,31,236,1
109,12,175,1
116,53,247,1
113,20,205,1
115,54,238,1
117,46,251,1
112,35,160,1
114,30,255,1
114,38,235,1
115,41,232,1
116,40,252,1
116,31,255,1
113,46,255,1
116,18,211,1
95,18,169,1
111,28,244,1
112,28,222,1
113,40,240,1
113,45,255,1
114,45,188,1
109,38,211,1
114,59,253,1
110,39,255,1
111,32,206,1
108,45,193,1
111,24,193,1
111,28,208,1
107,33,235,1
83,7,152,1
119,43,249,1
114,35,212,1
90,8,255,1
103,22,255,1
116,33,237,1
116,40,255,1
109,29,255,1
112,52,199,1
27,248,183,2
26,240,171,2
29,227,255,2
26,240,170,2
26,225,197,2
27,252,148,2
26,224,197,2
26,237,161,2
25,222,190,2
26,229,197,2
26,233,218,2
26,253,154,2
26,246,170,2
26,241,198,2
27,248,179,2
26,230,232,2
25,222,246,2
26,222,195,2
25,219,232,2
27,255,147,2
26,226,201,2
28,230,255,2
27,219,221,2
26,249,169,2
26,241,179,2
26,228,220,2
26,224,237,2
26,236,209,2
26,249,138,2
26,225,187,2
25,222,199,2
26,235,177,2
26,228,198,2
26,232,178,2
26,221,245,2
27,237,195,2
26,225,213,2
26,244,211,2
26,231,217,2
27,255,143,2
26,227,255,2
27,243,151,2
27,250,146,2
26,234,228,2
26,222,250,2
26,224,168,2
26,250,202,2
27,229,215,2
26,220,232,2
26,223,255,2
26,219,255,2
27,211,255,2
26,246,164,2
26,250,150,2
26,216,226,2
27,233,152,2
26,225,171,2
26,230,215,2
26,228,227,2
26,213,220,2
29,211,255,2
26,217,231,2
25,218,243,2
26,247,161,2
27,231,161,2
27,246,147,2
27,246,166,2
27,255,131,2
26,219,226,2
26,220,245,2
27,224,214,2
26,224,231,2
26,239,186,2
27,243,146,2
26,244,160,2
25,226,249,2
26,229,187,2
26,216,205,2
26,246,169,2
25,253,145,2
26,248,149,2
27,242,137,2
25,226,226,2
25,226,221,2
26,224,224,2
26,223,202,2
26,240,209,2
27,246,163,2
27,232,217,2
26,219,195,2
27,244,158,2
27,240,166,2
26,234,221,2
27,251,139,2
26,225,236,2
26,230,164,2
26,233,183,2
25,250,153,2
27,243,153,2
27,237,153,2
25,227,190,2
26,225,243,2
26,231,206,2
26,239,159,2
26,223,205,2
27,231,255,2
27,229,231,2
27,240,159,2
26,252,150,2
27,221,213,2
26,222,240,2
26,224,241,2
27,232,220,2
26,223,204,2
27,239,140,2
26,222,224,2
26,233,172,2
26,222,249,2
25,231,204,2
27,241,181,2
26,255,130,2
27,225,209,2
26,237,238,2
26,252,167,2
26,212,255,2
26,228,231,2
28,225,255,2
26,243,154,2
27,236,160,2
26,223,211,2
26,229,189,2
26,236,169,2
27,248,145,2
27,226,202,2
26,233,234,2
27,237,208,2
27,238,232,2
26,234,226,2
25,214,238,2
25,215,217,2
26,218,199,2
26,240,138,2
27,248,145,2
27,225,161,2
25,219,249,2
26,233,186,2
25,239,194,2
28,213,255,2
27,234,215,2
27,251,140,2
72,166,92,2
27,229,216,2
26,225,233,2
26,246,169,2
25,226,210,2
26,225,160,2
26,209,248,2
27,244,201,2
26,228,186,2
26,238,149,2
26,248,139,2
25,227,229,2
26,243,147,2
27,231,195,2
25,233,165,2
26,231,209,2
26,225,231,2
26,246,170,2
25,215,226,2
26,236,171,2
26,228,190,2
26,238,200,2
1,204,131,3
1,203,162,3
2,223,118,3
179,195,151,3
1,203,149,3
179,190,160,3
0,195,145,3
178,187,153,3
1,204,157,3
0,195,157,3
1,218,103,3
2,228,103,3
1,210,129,3
1,199,157,3
1,185,195,3
0,199,147,3
1,195,168,3
2,210,158,3
1,216,127,3
0,193,151,3
0,186,187,3
3,214,143,3
178,196,151,3
179,192,171,3
0,198,159,3
1,203,152,3
178,179,228,3
1,186,191,3
179,189,173,3
0,182,183,3
1,204,148,3
0,185,183,3
0,176,230,3
0,207,126,3
179,179,195,3
1,207,160,3
1,211,109,3
179,198,142,3
0,207,136,3
1,207,138,3
1,185,189,3
1,213,112,3
2,223,119,3
0,191,179,3
1,218,116,3
1,202,120,3
0,179,207,3
1,216,116,3
0,186,182,3
0,178,199,3
178,180,195,3
1,213,130,3
0,183,185,3
179,185,181,3
0,186,181,3
0,186,187,3
0,188,175,3
0,188,172,3
2,201,160,3
1,218,109,3
179,207,123,3
0,202,126,3
178,190,146,3
2,225,115,3
179,202,147,3
1,191,176,3
179,184,181,3
0,183,190,3
179,191,174,3
1,210,129,3
2,227,109,3
1,205,152,3
0,211,134,3
179,192,135,3
0,202,144,3
177,175,235,3
0,193,144,3
0,202,139,3
0,200,160,3
1,204,160,3
0,185,186,3
0,192,172,3
0,211,109,3
177,190,157,3
0,187,177,3
0,194,164,3
0,187,182,3
2,216,144,3
0,188,175,3
178,190,156,3
2,226,107,3
0,196,162,3
1,189,181,3
1,206,145,3
0,181,203,3
179,180,188,3
1,223,119,3
0,188,174,3
0,180,190,3
1,194,158,3
2,230,101,3
1,184,195,3
1,212,131,3
1,200,161,3
2,225,119,3
2,212,143,3
1,197,160,3
1,182,191,3
1,183,183,3
0,187,169,3
1,194,167,3
2,233,104,3
179,195,135,3
0,199,139,3
1,210,146,3
0,177,228,3
0,183,176,3
1,217,134,3
1,185,197,3
1,198,166,3
1,192,172,3
1,212,106,3
1,176,231,3
0,206,134,3
178,190,158,3
1,197,153,3
179,195,156,3
0,206,129,3
0,177,221,3
2,207,151,3
2,227,100,3
2,228,109,3
179,185,164,3
2,218,118,3
0,199,141,3
1,202,149,3
1,212,112,3
0,176,210,3
1,187,187,3
0,186,181,3
1,195,153,3
0,204,139,3
179,185,164,3
179,193,147,3
2,210,145,3
0,182,182,3
0,180,200,3
1,206,129,3
0,192,155,3
2,229,101,3
1,221,120,3
2,212,147,3
179,182,181,3
179,187,178,3
1,208,137,3
1,183,198,3
2,232,88,3
0,174,231,3
179,206,138,3
0,190,160,3
1,213,134,3
176,179,228,3
1,210,131,3
0,192,156,3
0,182,174,3
178,186,169,3
179,185,181,3
0,195,154,3
179,190,154,3
178,192,154,3
178,195,160,3
12,235,218,4
12,241,215,4
11,240,193,4
13,245,214,4
11,247,157,4
12,237,215,4
14,238,255,4
12,240,228,4
13,253,210,4
14,228,255,4
12,240,205,4
13,246,227,4
10,255,157,4
12,230,244,4
11,244,183,4
13,230,255,4
12,245,207,4
12,238,207,4
11,247,159,4
12,235,227,4
11,248,150,4
12,238,227,4
11,246,170,4
11,243,153,4
12,244,203,4
12,239,192,4
12,236,213,4
12,240,230,4
13,247,222,4
12,238,197,4
12,241,203,4
11,255,146,4
12,243,194,4
13,238,241,4
12,242,213,4
11,247,160,4
11,252,163,4
12,245,199,4
13,230,255,4
11,255,147,4
11,234,179,4
13,244,211,4
12,232,218,4
13,235,255,4
12,236,215,4
13,253,225,4
11,234,194,4
11,243,170,4
12,237,214,4
12,236,236,4
11,241,199,4
13,239,236,4
12,248,196,4
12,242,198,4
11,250,151,4
11,247,157,4
11,250,159,4
13,241,234,4
11,240,181,4
12,236,205,4
12,231,216,4
10,252,158,4
13,249,215,4
12,246,194,4
11,253,159,4
13,244,208,4
11,240,151,4
12,235,228,4
12,228,247,4
13,238,235,4
12,233,240,4
12,245,205,4
13,244,240,4
12,252,169,4
12,238,212,4
12,231,244,4
11,246,173,4
12,244,202,4
11,247,153,4
13,231,255,4
11,242,153,4
12,236,212,4
11,242,194,4
12,239,205,4
13,240,228,4
12,246,194,4
13,237,255,4
13,232,255,4
13,224,255,4
12,238,235,4
13,249,243,4
12,244,203,4
13,245,239,4
11,234,172,4
12,235,202,4
11,237,169,4
13,228,255,4
11,232,186,4
12,228,255,4
13,243,215,4
12,243,193,4
11,239,192,4
13,243,215,4
12,239,238,4
12,241,230,4
13,244,240,4
12,245,202,4
13,248,210,4
11,250,152,4
12,244,194,4
12,238,233,4
12,232,236,4
10,230,170,4
11,245,153,4
11,246,173,4
12,245,204,4
12,237,213,4
12,241,184,4
11,245,153,4
10,246,143,4
12,236,207,4
11,245,173,4
12,234,206,4
11,242,177,4
12,241,200,4
11,243,168,4
11,240,183,4
12,238,228,4
12,233,236,4
13,244,230,4
13,246,252,4
11,240,154,4
12,236,202,4
12,235,228,4
12,238,232,4
12,244,207,4
12,238,250,4
12,236,230,4
11,249,160,4
12,239,223,4
12,241,197,4
11,244,166,4
12,235,215,4
12,242,188,4
11,246,169,4
11,225,255,4
12,240,205,4
10,238,150,4
11,242,181,4
12,238,211,4
11,243,154,4
13,244,215,4
10,248,151,4
10,248,142,4
12,235,240,4
11,245,153,4
11,230,187,4
12,244,205,4
12,236,228,4
10,250,149,4
12,236,238,4
12,238,199,4
12,244,193,4
11,252,170,4
12,237,237,4
13,238,222,4
13,242,218,4
11,247,162,4
13,238,240,4
13,242,227,4
11,243,188,4
111,226,226,5
112,228,224,5
112,229,209,5
111,222,239,5
112,228,204,5
113,231,198,5
112,233,141,5
113,240,168,5
112,228,211,5
112,230,215,5
111,231,203,5
113,234,109,5
112,231,226,5
113,241,144,5
114,243,107,5
113,239,187,5
113,235,152,5
112,226,246,5
112,236,147,5
112,234,167,5
113,238,183,5
112,237,170,5
112,232,174,5
112,233,167,5
113,237,141,5
113,237,158,5
112,236,147,5
112,229,187,5
113,226,211,5
112,232,189,5
112,230,183,5
111,233,174,5
112,229,185,5
112,228,233,5
111,226,222,5
113,241,146,5
112,225,211,5
112,229,203,5
112,239,146,5
113,232,152,5
113,238,172,5
112,235,193,5
113,247,122,5
113,231,202,5
111,230,212,5
112,233,200,5
112,234,216,5
113,230,239,5
112,232,224,5
111,228,178,5
112,238,204,5
112,238,150,5
113,233,198,5
113,246,107,5
112,237,156,5
112,229,187,5
111,229,185,5
114,240,133,5
111,226,204,5
112,227,235,5
112,230,179,5
112,248,110,5
111,228,184,5
112,231,139,5
113,235,179,5
112,233,210,5
112,218,244,5
112,221,245,5
112,235,143,5
112,227,199,5
112,218,200,5
112,221,239,5
113,236,161,5
112,229,184,5
110,210,255,5
112,227,243,5
111,237,172,5
114,243,131,5
111,229,182,5
111,233,167,5
112,233,215,5
112,233,196,5
112,235,157,5
113,237,196,5
113,232,167,5
112,232,157,5
112,226,238,5
110,218,254,5
111,221,255,5
112,219,233,5
112,235,190,5
111,209,255,5
112,223,236,5
112,238,154,5
111,236,146,5
113,247,124,5
111,233,173,5
112,221,255,5
113,224,213,5
111,223,208,5
112,228,187,5
111,231,215,5
